codigo_super_cias,codigo_sri,nombre_cuenta,nombre_sri,depreciacion
2011309,549,ACREEDORES POR INTERMEDIACIÓN,Otros,
2011310,549,OBLIGACIÓN POR COMPROMISO DE RECOMPRA,Otros,
2011311,549,POR CONTRATOS DE UNDERWRITING,Otros,
2011312,549,OTROS,Otros,
20114,529,PASIVOS FINANCIEROS AL COSTO AMORTIZADO,A costo amortizado,
202,,PASIVO NO CORRIENTE,,
20201,571,PASIVOS POR CONTRATOS DE ARRENDAMIENTO,Porción no corriente de arrendamientos financieros por pagar,
20201,594,PASIVOS POR CONTRATOS DE ARRENDAMIENTO,Pasivo no corriente por arrendamiento,
20202,,CUENTAS Y DOCUMENTOS POR PAGAR,,
2020201,,LOCALES,,
202020101,567,PRÉSTAMOS,Crédito a mutuo,
202020102,553,PROVEEDORES,Locales Relacionados,
202020102,555,PROVEEDORES,Locales No  Relacionados,
202020103,561,OTRAS,Locales,
2020202,,DEL EXTERIOR,,
202020201,567,PRÉSTAMOS,Crédito a mutuo,
202020202,554,PROVEEDORES,Del exterior Relacionados,
202020202,556,PROVEEDORES,Del exterior No  Relacionados,
202020203,562,OTRAS,Del exterior,
20203,,OBLIGACIONES CON INSTITUCIONES FINANCIERAS,,
2020301,563,LOCALES,Locales Relacionados,
2020301,565,LOCALES,Locales No  Relacionados,
2020302,564,DEL EXTERIOR,Del exterior Relacionados,
2020302,566,DEL EXTERIOR,Del exterior No  Relacionados,
20204,,CUENTAS POR PAGAR A RELACIONADAS,,
2020401,,LOCALES,,
202040101,557,PRÉSTAMOS DE ACCIONISTAS,Locales,
202040102,559,PRÉSTAMOS DE COMPAÑÍAS RELACIONADAS,Locales,
202040103,553,PROVEEDORES,Locales,
202040104,559,OTROS,Locales,
2020402,,DEL EXTERIOR,,
202040201,558,PRÉSTAMOS DE ACCIONISTAS,Del exterior,
202040202,560,PRÉSTAMOS DE COMPAÑÍAS RELACIONADAS,Del exterior,
202040203,554,PROVEEDORES,Del exterior,
202040204,560,OTROS,Del exterior,
20205,,PORCIÓN NO CORRIENTE DE VALORES EMITIDOS,,
2020501,568,OBLIGACIONES,Porción no corriente de obligaciones emitidas,
2020502,568,PAPEL COMERCIAL,Porción no corriente de obligaciones emitidas,
2020503,568,VALORES DE TITULARIZACIÓN,Porción no corriente de obligaciones emitidas,
2020504,568,OTROS,Porción no corriente de obligaciones emitidas,
2020505,568,INTERESES POR PAGAR,Porción no corriente de obligaciones emitidas,
20206,,ANTICIPOS,,
2020601,584,ANTICIPOS DE CLIENTES,Anticipos de clientes,
2020602,585,OTROS ANTICIPOS RECIBIDOS,Subvenciones del gobierno,
2020602,586,OTROS ANTICIPOS RECIBIDOS,Otros,
20207,,PROVISIONES POR BENEFICIOS A EMPLEADOS,,
2020701,573,JUBILACION PATRONAL,Jubilación Patronal,
2020702,574,OTROS BENEFICIOS NO CORRIENTES PARA LOS EMPLEADOS,Desahucio,
2020702,575,OTROS BENEFICIOS NO CORRIENTES PARA LOS EMPLEADOS,Otros Pasivos No Corrientes Por Beneficios A Empleados,
20208,576,OTRAS PROVISIONES,Por garantías,
20208,577,OTRAS PROVISIONES,Por desmantelamiento,
20208,578,OTRAS PROVISIONES,Por contratos onerosos,
20208,579,OTRAS PROVISIONES,Por reestructuraciones de negocios,
20208,580,OTRAS PROVISIONES,Por reembolsos a clientes,
20208,581,OTRAS PROVISIONES,Por litigios,
20208,582,OTRAS PROVISIONES,Por pasivos contingentes asumidos en una combinación de negocios,
20208,583,OTRAS PROVISIONES,Otras,
20209,,PASIVO DIFERIDO,,
2020901,584,INGRESOS DIFERIDOS,Anticipos de clientes,
2020902,572,PASIVOS POR IMPUESTOS DIFERIDOS,Pasivo por Impuesto a la Renta diferido,
20210,588,OTROS PASIVOS NO CORRIENTES,Otros,
3,,PATRIMONIO NETO,,
30,,PATRIMONIO NETO ATRIBUIBLE A LOS PROPIETARIOS DE LA CONTROLADORA,,
301,,CAPITAL,,
30101,601,CAPITAL SUSCRITO O  ASIGNADO,Capital Suscrito y/o Asignado,
30102,602,"(-) CAPITAL SUSCRITO NO PAGADO, ACCIONES EN TESORERÍA","(-) Capital Suscrito No Pagado, Acciones en Tesorería",
30103,,FONDO PATRIMONIAL,,
30104,,PATRIMONIO DE LOS NEGOCIOS FIDUCIARIOS,,
30105,,PATRIMONIO DE LOS FONDOS DE INVERSIÓN,,
3010501,,PATRIMONIO DEL FONDO ADMINISTRADO,,
3010502,,PATRIMONIO DEL FONDO COLECTIVO,,
302,603,APORTES DE SOCIOS O ACCIONISTAS PARA FUTURA CAPITALIZACIÓN,"Aportes de Socios, Accionistas, Partícipes, Fundadores, Constituyentes, Beneficiarios U Otros Titulares De Derechos Representativos De Capital Para Futura Capitalización",
303,,PRIMA POR EMISIÓN PRIMARIA DE ACCIONES,,
304,,RESERVAS,,
30401,604,RESERVA LEGAL,Reserva legal,
30402,605,RESERVAS FACULTATIVA Y ESTATUTARIA,Reserva facultativa,
305,,OTROS RESULTADOS INTEGRALES,,
30501,621,SUPERAVIT DE ACTIVOS FINANCIEROS A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO INTEGRAL,Ganancias y pérdidas acumuladas por inversiones en instrumentos de patrimonio medidos a valor razonable con cambios en otro resultado integral,
30502,618,"SUPERAVIT POR REVALUACIÓN DE PROPIEDADES, PLANTA Y EQUIPO","Propiedades, Planta y Equipo",
30503,619,SUPERAVIT POR REVALUACION DE ACTIVOS INTANGIBLES,Activos intangibles,
30504,625,OTROS SUPERAVIT POR REVALUACION,Otros,
306,,RESULTADOS ACUMULADOS,,
30601,611,GANANCIAS ACUMULADAS,Utilidades acumuladas de ejercicios anteriores,
30601,623,GANANCIAS ACUMULADAS,Ganancias y pérdidas actuariales acumuladas,
30602,612,(-) PÉRDIDAS ACUMULADAS,(-) Pérdidas acumuladas de ejercicios anteriores,
30603,614,RESULTADOS ACUMULADOS PROVENIENTES DE LA ADOPCION POR PRIMERA VEZ DE LAS NIIF,Resultados acumulados por adopción por primera vez de las NIIF,
30604,607,RESERVA DE CAPITAL,Reserva de capital,
30605,608,RESERVA POR DONACIONES,Reserva por donaciones,
30606,609,RESERVA POR VALUACIÓN,Reserva por valuación (procedente de la aplicación de normas ecuatorianas de contabilidad - NEC),
30607,610,SUPERÁVIT POR REVALUACIÓN DE INVERSIONES,Superávit por revaluación de inversiones (procedente de la aplicación de normas ecuatorianas de contabilidad - NEC),
307,,RESULTADOS DEL EJERCICIO,,
30701,615,GANANCIA NETA DEL PERIODO,Utilidad del ejercicio,
30702,616,(-) PÉRDIDA NETA DEL PERIODO,Pérdida del ejercicio,
31,,PARTICIPACIÓN CONTROLADORA,,
ESTADO DE RESULTADOS INTEGRAL,,,,
401,,INGRESOS DE ACTIVIDADES ORDINARIAS,,
40101,6001,VENTA DE BIENES,Gravadas con tarifa diferente de 0% de IVA,
40101,6003,VENTA DE BIENES,Gravadas con tarifa 0% de iva o exentas de IVA,
40101,6009,VENTA DE BIENES,Exportaciones de Bienes,
40102,,PRESTACION DE SERVICIOS,,
4010201,6005,INGRESOS POR ASESORÍA,Gravadas con tarifa diferente de 0% de IVA,
4010201,6007,INGRESOS POR ASESORÍA,Gravadas con tarifa 0% de iva o exentas de IVA,
4010201,6011,INGRESOS POR ASESORÍA,Exportaciones de Servicios,
4010203,6251,INGRESOS POR ESTRUCTURACIÓN DE OFERTA PÚBLICA DE VALORES,Prestación de servicios de operaciones de inversión en nombre de terceros,
4010204,6015,OTROS,Obtenidos bajo la modalidad de comisiones o similares (relaciones de agencia),
4010204,6017,OTROS,Obtenidos por arrendamientos operativos,
40103,6013,CONTRATOS DE CONSTRUCCION,Por prestación de servicios de construcción,
40104,6039,SUBVENCIONES DEL GOBIERNO,Ingresos devengados por subvenciones del gobierno y otras ayudas gubernamentales,
40105,6019,REGALÍAS,Relacionadas,
40105,6021,REGALÍAS,No Relacionadas,
40106,,INTERESES,,
4010601,6129,INTERESES GENERADOS POR VENTAS A CREDITO,Otros,
4010602,6129,INTERESES Y RENDIMIENTOS FINANCIEROS,Otros,
4010603,6129,OTROS INTERESES GENERADOS,Otros,
40107,6023,DIVIDENDOS,Procedentes de sociedades residentes o establecidas en Ecuador,
40107,6025,DIVIDENDOS,Procedentes de sociedades no residentes ni establecidas en Ecuador,
40108,6027,GANANCIA POR MEDICION A VALOR RAZONABLE  DE ACTIVOS BIOLOGICOS,Ganancias netas por mediciones de activos biológicos a valor razonable menos costos de venta,
40109,,"INGRESOS POR COMISIONES, PRESTACIÓN DE SERVICIOS, CUSTODIA, REGISTRO, COMPENSACIÓN Y LIQUIDACIÓN",,
4010901,,COMISIONES GANADAS POR INTERMEDIACIÓN DE VALORES,,
401090101,6261,POR OPERACIONES BURSATILES,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090103,6261,POR CONTRATOS DE UNDERWRITING,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090104,6261,POR COMISIÓN EN OPERACIONES,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090105,6261,POR INSCRIPCIONES,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090106,6261,POR MANTENIMIENTO DE INSCRIPCIÓN,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
4010902,,POR PRESTACIÓN DE SERVICIOS DE ADMINISTRACIÓN Y MANEJO,,
401090201,6261,PORTAFOLIO DE TERCEROS,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090202,6261,FONDOS ADMINISTRADOS,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090203,6261,FONDOS COLECTIVOS,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090204,6261,TITULARIZACIÓN,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090205,6261,FIDEICOMISOS MERCANTILES,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090206,6261,ENCARGOS FIDUCIARIOS,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090207,6261,POR CALIFICACION DE RIESGO,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
401090208,6261,POR REPRESENTACION DE OBLIGACIONISTAS,"Por actividades de inversión, reinversión o de negociación de activos financieros (si la sociedad es administrada por una Institución Financiera)",
4010903,,"CUSTODIA, REGISTRO, COMPENSACIÓN Y LIQUIDACIÓN",,
401090301,6125,CUSTODIA VALORES MATERIALIZADOS,Prestación de servicios de custodia de activos financieros,
401090302,6125,CUSTODIA VALORES DESMATERIALIZADOS,Prestación de servicios de custodia de activos financieros,
401090303,6125,COMPENSACIÓN Y LIQUIDACIÓN DE VALORES,Prestación de servicios de custodia de activos financieros,
401090304,6125,OTROS,Prestación de servicios de custodia de activos financieros,
40110,,INGRESOS  FINANCIEROS,,
4011001,6023,DIVIDENDOS,Procedentes de sociedades residentes o establecidas en Ecuador,
4011002,6111,INTERESES FINANCIEROS,Local,INTERESES CON INSTITUCIONES FINANCIERAS -RELACIONADAS
4011002,6113,INTERESES FINANCIEROS,Del exterior,
4011002,6115,INTERESES FINANCIEROS,Local,INTERESES CON INSTITUCIONES FINANCIERAS - NO RELACIONADAS
4011002,6117,INTERESES FINANCIEROS,Del exterior,
4011002,6119,INTERESES FINANCIEROS,Local,INTERESES DEVENGADOS CON TERCEROS -RELACIONADOS
4011002,6121,INTERESES FINANCIEROS,Del exterior,
4011002,6123,INTERESES FINANCIEROS,Local,INTERESES DEVENGADOS CON TERCEROS -NO RELACIONADOS
4011002,6125,INTERESES FINANCIEROS,Del exterior,
4011003,6131,GANANCIA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS,Ganancias por medición de inversiones en asociadas y negocios conjuntos al método de la participación (valor patrimonial proporcional),
4011004,6031,VALUACION DE INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE CON CAMBIO EN RESULTADOS,Ganancias netas por medición de instrumentos financieros a valor razonable,
4011005,6133,GANANCIA EN VENTA DE TITULOS VALORES,Otros,
4011006,6095,OTROS INGRESOS  FINANCIEROS,Local,ARRENDAMIENTO MERCANTIL-RELACIONADOS
4011006,6097,OTROS INGRESOS  FINANCIEROS,Del exterior,
4011006,6099,OTROS INGRESOS  FINANCIEROS,Local,ARRENDAMIENTO MERCANTIL-  NO RELACIONADOS
4011006,6101,OTROS INGRESOS  FINANCIEROS,Del exterior,
40112,6001,(-) DESCUENTO EN VENTAS,Gravadas con tarifa diferente de 0% de IVA,
40112,6003,(-) DESCUENTO EN VENTAS,Gravadas con tarifa 0% de iva o exentas de IVA,
40113,6001,(-) DEVOLUCIONES EN VENTAS,Gravadas con tarifa diferente de 0% de IVA,
40113,6003,(-) DEVOLUCIONES EN VENTAS,Gravadas con tarifa 0% de iva o exentas de IVA,
40114,6001,(-) BONIFICACIÓN EN PRODUCTO,Gravadas con tarifa diferente de 0% de IVA,
40114,6003,(-) BONIFICACIÓN EN PRODUCTO,Gravadas con tarifa 0% de iva o exentas de IVA,
40115,6001,(-) OTRAS REBAJAS COMERCIALES,Gravadas con tarifa diferente de 0% de IVA,
40115,6003,(-) OTRAS REBAJAS COMERCIALES,Gravadas con tarifa 0% de iva o exentas de IVA,
40116,6033,UTILIDAD EN CAMBIO,Ganancias netas por diferencias de cambios,
402,,GANANCIA BRUTA,,
403,,OTROS INGRESOS,,
40301,6035,"GANANCIA EN VENTA DE PROPIEDAD, PLANTA Y EQUIPO","Utilidad en venta de propiedades, planta y equipo",
40302,,GANANCIA EN VENTA DE ACTIVOS BIOLÓGICOS,,
40303,6029,OTROS,Ganancias netas por medición de propiedades de inversión a valor razonable,
40303,6037,OTROS,Utilidad en la enajenación de derechos representativos de capital,
40303,6041,OTROS,De activos financieros (reversión de provisiones para créditos incobrables),GANANCIAS NETAS POR REVERSIONES DE DETERIORO EN EL VALOR
40303,6043,OTROS,De inventarios,
40303,6045,OTROS,De activos no corrientes mantenidos para la venta,
40303,6047,OTROS,De activos biológicos,
40303,6049,OTROS,"De propiedades, planta y equipo",
40303,6051,OTROS,De activos intangibles,
40303,6053,OTROS,De propiedades de inversión,
40303,6055,OTROS,"De activos de exploración, evaluación y explotación de recursos minerales",
40303,6057,OTROS,De inversiones no corrientes,
40303,6059,OTROS,Otras,
40303,6061,OTROS,Por garantías,GANANCIAS NETAS POR REVERSIONES DE PROVISIONES
40303,6063,OTROS,Por desmantelamientos,
40303,6065,OTROS,Por contratos onerosos,
40303,6067,OTROS,Por reestructuraciones de negocios,
40303,6069,OTROS,Por reembolsos a clientes,
40303,6071,OTROS,Por litigios,
40303,6073,OTROS,Por pasivos contingentes asumidos en una combinación de negocios,
40303,6075,OTROS,Otras,
40303,6077,OTROS,Jubilación patronal y desahucio,GANANCIAS NETAS POR REVERSIONES DE PASIVOS POR BENEFICIOS A LOS EMPLEADOS
40303,6079,OTROS,Otros,
40303,6081,OTROS,De recursos públicos,RENTAS NETAS PROVENIENTES DE DONACIONES Y APORTACIONES (PARA USO DE INSTITUCIONES DE CARÁCTER PRIVADOS SIN FINES DE LUCRO)
40303,6083,OTROS,De otras locales,
40303,6085,OTROS,Del exterior,
40303,6087,OTROS,Por lucro cesante,POR REEMBOLSOS DE SEGUROS
40303,6089,OTROS,Otros,POR REEMBOLSOS DE SEGUROS
40303,6091,OTROS,Provenientes del exterior,
40303,6093,OTROS,Otros,OTROS INGRESOS
40303,6127,OTROS,Intereses implícitos devengados por acuerdos que constituyen efectivamente una transacción financiera o cobro diferido,
40303,6133,OTROS,Otros,
501,,COSTO DE VENTAS Y PRODUCCIÓN,,
50101,,MATERIALES UTILIZADOS O PRODUCTOS VENDIDOS,,
5010101,7001,(+) INVENTARIO INICIAL DE BIENES NO PRODUCIDOS POR LA COMPAÑIA,Inventario inicial de bienes no producidos por el sujeto pasivo,
5010102,7004,(+) COMPRAS NETAS LOCALES DE BIENES NO PRODUCIDOS POR LA COMPAÑIA,Compras netas locales de bienes no producidos por el sujeto pasivo,
5010103,7007,(+) IMPORTACIONES DE BIENES NO PRODUCIDOS POR LA COMPAÑIA,Importaciones de bienes no producidos por el sujeto pasivo,
5010104,7010,(-) INVENTARIO FINAL DE BIENES NO PRODUCIDOS POR LA COMPAÑIA,(-) Inventario final de bienes no producidos por el sujeto pasivo,
5010105,7013,(+) INVENTARIO INICIAL DE MATERIA PRIMA,Inventario inicial de materia prima,
5010106,7016,(+) COMPRAS NETAS LOCALES DE MATERIA PRIMA,Compras netas locales de materia prima,
5010107,7019,(+) IMPORTACIONES DE MATERIA PRIMA,Importaciones de materia prima,
5010108,7022,(-) INVENTARIO FINAL DE MATERIA PRIMA,(-) Inventario final de materia prima,
5010109,7025,(+) INVENTARIO INICIAL DE PRODUCTOS EN PROCESO,Inventario inicial de productos en proceso,
5010110,7028,(-) INVENTARIO FINAL DE PRODUCTOS EN PROCESO,(-) Inventario final de productos en proceso,
5010111,7031,(+) INVENTARIO INICIAL PRODUCTOS TERMINADOS,Inventario inicial productos terminados,
5010112,7034,(-) INVENTARIO FINAL DE PRODUCTOS TERMINADOS,(-) Inventario final de productos terminados,
50102,,(+) MANO DE OBRA DIRECTA,,
5010201,7040,SUELDOS Y BENEFICIOS SOCIALES,"Sueldos, salarios y demás remuneraciones que constituyen materia gravada del iess",
5010201,7043,SUELDOS Y BENEFICIOS SOCIALES,"Beneficios sociales, indemnizaciones y otras remuneraciones que no constituyen materia gravada del IESS",
5010201,7046,SUELDOS Y BENEFICIOS SOCIALES,Aporte a la seguridad social (incluye fondo de reserva),
5010202,7055,GASTOS PLANES DE BENEFICIOS A EMPLEADOS,Jubilación patronal,
5010202,7058,GASTOS PLANES DE BENEFICIOS A EMPLEADOS,Desahucio,
5010408,7061,OTROS COSTOS DE PRODUCCIÓN,Otros,
50103,,(+) MANO DE OBRA INDIRECTA,,
5010301,7040,SUELDOS Y BENEFICIOS SOCIALES,"Sueldos, salarios y demás remuneraciones que constituyen materia gravada del iess",
5010301,7043,SUELDOS Y BENEFICIOS SOCIALES,"Beneficios sociales, indemnizaciones y otras remuneraciones que no constituyen materia gravada del IESS",
5010301,7046,SUELDOS Y BENEFICIOS SOCIALES,Aporte a la seguridad social (incluye fondo de reserva),
5010302,7055,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Jubilación patronal,
5010302,7058,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Desahucio,
50104,,(+) OTROS COSTOS INDIRECTOS DE FABRICACION,,
5010401,7064,"DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO",Acelerada,
5010401,7067,"DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO",No acelerada,
5010401,7076,"DEPRECIACIÓN PROPIEDADES, PLANTA Y EQUIPO","Propiedades, planta y equipo Revaluado",
5010402,7139,DETERIORO O PERDIDAS DE ACTIVOS BIOLOGICOS,Otras,
5010403,7124,"DETERIORO DE PROPIEDAD, PLANTA Y EQUIPO","De propiedades, planta y equipo",
5010404,7247,EFECTO VALOR NETO DE REALIZACION DE INVENTARIOS,Otros,
5010405,7247,GASTO POR GARANTIAS EN VENTA DE PRODUCTOS O SERVICIOS,Otros,
5010406,7196,MANTENIMIENTO Y REPARACIONES,Mantenimiento y reparaciones,
5010407,7190,SUMINISTROS MATERIALES Y REPUESTOS,"Suministros, herramientas, materiales y repuestos",
5010408,7037,OTROS COSTOS DE PRODUCCIÓN,(+ / -) Ajustes,
5010408,7049,OTROS COSTOS DE PRODUCCIÓN,Honorarios profesionales y dietas,
5010408,7052,OTROS COSTOS DE PRODUCCIÓN,Honorarios y otros pagos a no residentes por servicios ocasionales,
5010408,7070,OTROS COSTOS DE PRODUCCIÓN,Del costo histórico de propiedades de inversión,
5010408,7079,OTROS COSTOS DE PRODUCCIÓN,Propiedades de inversión,
5010408,7073,OTROS COSTOS DE PRODUCCIÓN,"Del costo histórico de activos para exploración, evaluación y explotación de recursos minerales",
5010408,7082,OTROS COSTOS DE PRODUCCIÓN,"Activos para exploración, evaluación y explotación de recursos minerales",
5010408,7088,OTROS COSTOS DE PRODUCCIÓN,De Activos Biológicos,
5010408,7094,OTROS COSTOS DE PRODUCCIÓN,Del costo histórico de Activos Intangibles,
5010408,7100,OTROS COSTOS DE PRODUCCIÓN,Revaluacion Activos intangibles,
5010408,7097,OTROS COSTOS DE PRODUCCIÓN,Del costo histórico de activos para la exploración evaluación y explotación de recursos minerales,
5010408,7103,OTROS COSTOS DE PRODUCCIÓN,Activos para la exploración. Evaluación y explotación de recursos minerales,
|,7115,OTROS COSTOS DE PRODUCCIÓN,De inventarios,PÉRDIDAS NETAS POR DETERIORO EN EL VALOR
5010408,7127,OTROS COSTOS DE PRODUCCIÓN,De activos intangibles,
5010408,7142,OTROS COSTOS DE PRODUCCIÓN,Por garantías,GASTOS DE PROVISIONES
5010408,7145,OTROS COSTOS DE PRODUCCIÓN,Por desmantelamientos,
5010408,7160,OTROS COSTOS DE PRODUCCIÓN,Por pasivos contingentes asumidos en una combinación de negocios,
5010408,7163,OTROS COSTOS DE PRODUCCIÓN,Otros,
5010408,7166,OTROS COSTOS DE PRODUCCIÓN,Relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5010408,7169,OTROS COSTOS DE PRODUCCIÓN,No relacionadas,PÉRDIDA EN VENTA DE ACTIVOS FIJOS
5010408,7178,OTROS COSTOS DE PRODUCCIÓN,Consumo de combustibles y lubricantes,
5010408,7190,OTROS COSTOS DE PRODUCCIÓN,"Suministros, herramientas, materiales y repuestos",
5010408,7199,OTROS COSTOS DE PRODUCCIÓN,Mermas,
5010408,7202,OTROS COSTOS DE PRODUCCIÓN,Seguros y reaseguros (primas y cesiones),
5010408,7205,OTROS COSTOS DE PRODUCCIÓN,Gastos indirectos asignados desde el exterior por partes relacionadas,
5010408,7208,OTROS COSTOS DE PRODUCCIÓN,"Impuestos, contribuciones y otros",
5010408,7211,OTROS COSTOS DE PRODUCCIÓN,Local,COMISIONES Y SIMILARES (DIFERENTES DE LAS COMISIONES POR OPERACIONES FINANCIERAS)
5010408,7214,OTROS COSTOS DE PRODUCCIÓN,Del exterior,RELACIONADAS
5010408,7218,OTROS COSTOS DE PRODUCCIÓN,Local,NO RELACIONADAS
5010408,7221,OTROS COSTOS DE PRODUCCIÓN,Del exterior,NO RELACIONADAS
5010408,7223,OTROS COSTOS DE PRODUCCIÓN,Local,"OPERACIONES DE REGALÍAS, SERVICIOS TÉCNICOS. ADMINISTRATIVOS, DE CONSULTARÍA Y SIMILARES"
5010408,7226,OTROS COSTOS DE PRODUCCIÓN,Del exterior,RELACIONADAS
5010408,7229,OTROS COSTOS DE PRODUCCIÓN,Local,NO RELACIONADAS
5010408,7232,OTROS COSTOS DE PRODUCCIÓN,Del exterior,NO RELACIONADAS
5010408,7235,OTROS COSTOS DE PRODUCCIÓN,"Instalación, organización y similares",
5010408,7238,OTROS COSTOS DE PRODUCCIÓN,IVA que se carga al costo o gasto,
5010408,7241,OTROS COSTOS DE PRODUCCIÓN,Servicios públicos,
5010408,7247,OTROS COSTOS DE PRODUCCIÓN,Otros,
50105,,COSTOS DE CONTRATOS DE CONSTRUCCIONES,,
5010501,7247,COSTOS DE ACUERDO A PORCENTAJES O GRADOS DE TERMINACIÓN,Otros,
502,,GASTOS,,
50201,,GASTOS DE VENTA,,
5020101,7041,"SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES","Sueldos, salarios y demás remuneraciones que constituyen materia gravada del iess",
5020102,7047,APORTES A LA SEGURIDAD SOCIAL (INCLUIDO FONDO DE RESERVA),Aporte a la seguridad social (incluye fondo de reserva),
5020103,7044,BENEFICIOS SOCIALES E INDEMNIZACIONES,"Beneficios sociales, indemnizaciones y otras remuneraciones que no constituyen materia gravada del IESS",
5020104,7056,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Jubilación patronal,
5020104,7059,GASTO PLANES DE BENEFICIOS A EMPLEADOS,Desahucio,
5020105,7050,"HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES",Honorarios profesionales y dietas,
5020106,7062,REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS,Otros,
5020107,7053,HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES,Honorarios y otros pagos a no residentes por servicios ocasionales,
5020108,7197,MANTENIMIENTO Y REPARACIONES,Mantenimiento y reparaciones,
5020109,7188,ARRENDAMIENTO,Arrendamientos operativos,
5020110,7248,COMISIONES,Otros,
5020111,7173,PROMOCIÓN Y PUBLICIDAD,Promoción y publicidad,
5020112,7179,COMBUSTIBLES,Consumo de combustibles y lubricantes,
5020113,7248,LUBRICANTES,,
5020114,7203,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),Seguros y reaseguros (primas y cesiones),
5020115,7176,TRANSPORTE,Transporte,
5020116,7185,"GASTOS DE GESTIÓN (AGASAJOS A ACCIONISTAS, TRABAJADORES Y CLIENTES)",Gastos de gestión,
5020117,7182,GASTOS DE VIAJE,Gastos de viaje,
5020118,7248,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",Otros,
5020119,7248,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,Otros,
5020120,,DEPRECIACIONES:,,
502012001,7065,"PROPIEDADES, PLANTA Y EQUIPO",Acelerada,
502012001,7068,"PROPIEDADES, PLANTA Y EQUIPO",No acelerada,
502012001,7077,"PROPIEDADES, PLANTA Y EQUIPO","Propiedades, planta y equipo Revaluado",
502012001,7074,"PROPIEDADES, PLANTA Y EQUIPO","Del costo histórico de activos para exploración, evaluación y explotación de recursos minerales",
502012001,7083,"PROPIEDADES, PLANTA Y EQUIPO","Activos para exploración, evaluación y explotación de recursos minerales",
502012001,7089,"PROPIEDADES, PLANTA Y EQUIPO",Revaluacion De Activos Biológicos,
502012002,7071,PROPIEDADES DE INVERSIÓN,Del costo histórico de propiedades de inversión,
502012002,7080,PROPIEDADES DE INVERSIÓN,Propiedades de inversión,
502012003,7092,ACTIVOS POR DERECHO DE USO,Otras depreciaciones,
5020121,,AMORTIZACIONES,,
502012101,7095,INTANGIBLES,Del costo histórico de Activos Intangibles,
502012101,7101,INTANGIBLES,Reavaluo Activos intangibles,
502012102,7098,OTROS ACTIVOS,Del costo histórico de activos para la exploración evaluación y explotación de recursos minerales,
502012102,7104,OTROS ACTIVOS,Activos para la exploración. Evaluación y explotación de recursos minerales,
5020122,,GASTO DETERIORO,,
502012201,7125,"PROPIEDADES, PLANTA Y EQUIPO","De propiedades, planta y equipo",
502012202,7116,INVENTARIOS,De inventarios,
502012203,7137,INSTRUMENTOS FINANCIEROS,De inversiones no corrientes,
502012204,7128,INTANGIBLES,De activos intangibles,
502012205,7113,CUENTAS POR COBRAR,De activos financieros (de provisiones para créditos incobrables),
502012206,7119,OTROS ACTIVOS,De activos no corrientes mantenidos para la venta,
502012206,7122,OTROS ACTIVOS,De activos biológicos,
502012206,7131,OTROS ACTIVOS,De propiedades de inversión,
502012206,7134,OTROS ACTIVOS,"De activos de exploración, evaluación y explotación de recursos minerales",
502012207,7140,DERECHOS DE USO POR ACTIVOS ARRENDADOS,Otras,
5020123,,GASTOS POR CANTIDADES ANORMALES DE UTILIZACION EN EL PROCESO DE PRODUCCIÓN:,,
502012301,7248,MANO DE OBRA,Otros,
502012302,7248,MATERIALES,Otros,
